Date,BBCA,BBRI,BMRI,BBNI
15/9/2017,3770,2970,3310,3630
14/9/2017,3820,2960,3270,3620
13/9/2017,3810,2980,3280,3620
12/9/2017,3800,2980,3300,3620
11/9/2017,3780,2990,3300,3610
8/9/2017,3770,3000,3310,3610
7/9/2017,3790,3000,3250,3650
6/9/2017,3780,2970,3230,3600
5/9/2017,3800,3000,3260,3610
4/9/2017,3770,2970,3260,3600
31/8/2017,3790,3020,3270,3670
30/8/2017,3820,3010,3270,3670
29/8/2017,3810,2990,3270,3670
28/8/2017,3810,3040,3300,3680
25/8/2017,3820,3060,3280,3710
24/8/2017,3790,3040,3300,3710
23/8/2017,3830,3060,3310,3700
22/8/2017,3760,3060,3310,3700
21/8/2017,3760,3050,3300,3700
18/8/2017,3740,3030,3270,3700
16/8/2017,3780,3050,3320,3700
15/8/2017,3730,3010,3320,3700
14/8/2017,3750,3010,3310,3650
11/8/2017,3730,3000,3300,3630
10/8/2017,3760,3000,3320,3630
9/8/2017,3790,3000,3350,3630
8/8/2017,3800,2990,3350,3610
7/8/2017,3720,2980,3280,3580
4/8/2017,3710,2980,3260,3630
3/8/2017,3750,2970,3270,3580
2/8/2017,3780,2990,3310,3630
1/8/2017,3780,2960,3350,3620
31/7/2017,3740,2950,3410,3720
28/7/2017,3760,2900,3330,3670
27/7/2017,3760,2940,3330,3650
26/7/2017,3750,2950,3330,3570
25/7/2017,3710,2960,3330,3550
24/7/2017,3710,2930,3310,3520
21/7/2017,3640,2930,3260,3470
20/7/2017,3690,2940,3370,3470
19/7/2017,3690,2940,3320,3500
18/7/2017,3670,2980,3370,3500
17/7/2017,3660,3000,3380,3510
14/7/2017,3680,2960,3380,3550
13/7/2017,3700,2980,3350,3510
12/7/2017,3680,2960,3300,3500
11/7/2017,3660,2920,3230,3450
10/7/2017,3660,2940,3270,3420
7/7/2017,3700,3010,3310,3360
6/7/2017,3640,3010,3320,3380
5/7/2017,3670,3040,3320,3320
4/7/2017,3710,3060,3370,3280
3/7/2017,3700,3100,3370,3300
22/6/2017,3630,3050,3180,3300
21/6/2017,3640,3060,3170,3310
20/6/2017,3620,2990,3120,3350
19/6/2017,3580,2960,3110,3270
16/6/2017,3560,2930,3110,3250
15/6/2017,3610,2930,3120,3280
14/6/2017,3590,2970,3120,3250
13/6/2017,3570,2890,3060,3220
12/6/2017,3550,2920,3050,3220
9/6/2017,3540,2870,3050,3200
8/6/2017,3580,2930,3070,3220
7/6/2017,3560,2980,3100,3230
6/6/2017,3510,2930,3120,3250
5/6/2017,3540,3000,3160,3230
2/6/2017,3510,2950,3150,3220
31/5/2017,3430,2890,3150,3270
30/5/2017,3520,2840,3100,3260
29/5/2017,3550,2840,3080,3260
26/5/2017,3510,2840,3030,3230
24/5/2017,3490,2830,3100,3260
23/5/2017,3540,2890,3060,3280
22/5/2017,3530,2920,3120,3410
19/5/2017,3580,2900,3220,3350
18/5/2017,3480,2820,3030,3260
17/5/2017,3390,2820,3000,3250
16/5/2017,3480,2800,2980,3270
15/5/2017,3650,2860,3020,3260
12/5/2017,3600,2800,3000,3330
10/5/2017,3580,2790,3000,3280
9/5/2017,3600,2800,3000,3320
8/5/2017,3590,2820,3010,3360
5/5/2017,3550,2780,2980,3280
4/5/2017,3560,2780,2920,3310
3/5/2017,3550,2640,2880,3200
2/5/2017,3580,2610,2910,3210
28/4/2017,3550,2580,2920,3180
27/4/2017,3500,2600,2920,3180
26/4/2017,3600,2640,2950,3200
25/4/2017,3480,2620,2880,3100
21/4/2017,3490,2580,2850,3070
20/4/2017,3460,2550,2870,3120
18/4/2017,3380,2570,2930,3170
17/4/2017,3380,2480,2900,3120
13/4/2017,3470,2540,2910,3130
12/4/2017,3530,2550,2920,3180
11/4/2017,3490,2580,2930,3180
10/4/2017,3470,2620,3010,3220
7/4/2017,3470,2610,3050,3230
6/4/2017,3460,2630,3100,3350
5/4/2017,3400,2600,2970,3280
4/4/2017,3350,2600,2930,3270
3/4/2017,3310,2600,2930,3220
31/3/2017,3310,2590,2920,3230
30/3/2017,3360,2590,2930,3180
29/3/2017,3340,2560,2930,3300
27/3/2017,3310,2550,2920,3260
24/3/2017,3310,2630,2970,3400
23/3/2017,3320,2630,2970,3450
22/3/2017,3260,2640,2930,3300
21/3/2017,3250,2600,2950,3280
20/3/2017,3210,2600,2930,3300
17/3/2017,3190,2600,2900,3350
16/3/2017,3170,2500,2880,3300
15/3/2017,3130,2430,2860,3200
14/3/2017,3130,2410,2850,3180
13/3/2017,3110,2410,2850,3170
10/3/2017,3120,2410,2850,3150
9/3/2017,3120,2410,2830,3200
8/3/2017,3100,2400,2820,3130
7/3/2017,3090,2400,2820,3150
6/3/2017,3090,2390,2820,3150
3/3/2017,3090,2370,2830,3170
2/3/2017,3100,2370,2820,3110
1/3/2017,3100,2390,2830,3110
28/2/2017,3090,2390,2820,3120
27/2/2017,3100,2370,2780,3080
24/2/2017,3100,2390,2770,3170
23/2/2017,3100,2380,2780,3160
22/2/2017,3100,2400,2820,3130
21/2/2017,3100,2380,2780,3130
20/2/2017,3090,2350,2810,3130
17/2/2017,3090,2340,2760,3150
16/2/2017,3100,2400,2800,3100
14/2/2017,3100,2400,2850,3150
13/2/2017,3100,2410,2860,3150
10/2/2017,3000,2400,2850,3120
9/2/2017,3120,2390,2860,3100
8/2/2017,3120,2390,2800,3060
7/2/2017,3120,2400,2850,3050
6/2/2017,3120,2410,2830,3010
3/2/2017,3090,2400,2760,2980
2/2/2017,3090,2390,2750,3010
1/2/2017,3080,2390,2730,2970
31/1/2017,3060,2340,2720,2850
30/1/2017,3090,2350,2750,2860
27/1/2017,3080,2340,2730,2870
26/1/2017,3060,2350,2720,2800
25/1/2017,2990,2340,2750,2750
24/1/2017,3010,2360,2750,2770
23/1/2017,3010,2360,2730,2760
20/1/2017,3050,2360,2750,2720
19/1/2017,3070,2400,2760,2720
18/1/2017,3060,2390,2760,2780
17/1/2017,3030,2380,2720,2760
16/1/2017,3030,2380,2720,2730
13/1/2017,3050,2390,2770,2730
12/1/2017,3060,2370,2820,2770
11/1/2017,3060,2360,2830,2800
10/1/2017,3080,2360,2850,2800
9/1/2017,3070,2350,2810,2770
6/1/2017,3120,2420,2830,2800
5/1/2017,3130,2420,2810,2810
4/1/2017,3140,2440,2830,2800
3/1/2017,3150,2380,2820,2730
30/12/2016,3100,2330,2880,2760
29/12/2016,3070,2330,2880,2730
28/12/2016,2940,2270,2780,2680
27/12/2016,2960,2200,2700,2620
23/12/2016,2890,2170,2680,2620
22/12/2016,2910,2170,2680,2650
21/12/2016,2930,2200,2680,2670
20/12/2016,2950,2240,2700,2700
19/12/2016,2940,2250,2700,2710
16/12/2016,2960,2250,2680,2670
15/12/2016,2950,2280,2700,2700
14/12/2016,2950,2300,2710,2730
13/12/2016,2940,2340,2700,2730
9/12/2016,2940,2290,2730,2730
8/12/2016,2940,2300,2730,2710
7/12/2016,2930,2280,2670,2670
6/12/2016,2930,2260,2660,2680
5/12/2016,2930,2220,2660,2660
2/12/2016,2930,2260,2670,2650
1/12/2016,2900,2210,2620,2630
30/11/2016,2860,2180,2620,2580
29/11/2016,2870,2110,2570,2550
28/11/2016,2870,2090,2530,2530
25/11/2016,2900,2180,2530,2510
24/11/2016,2910,2260,2520,2500
23/11/2016,2940,2300,2720,2560
22/11/2016,2930,2290,2720,2620
21/11/2016,2940,2290,2670,2600
18/11/2016,2940,2300,2720,2610
17/11/2016,2950,2300,2720,2610
16/11/2016,2940,2300,2700,2610
15/11/2016,2910,2200,2630,2500
14/11/2016,2870,2220,2570,2560
11/11/2016,2930,2390,2710,2570
10/11/2016,3040,2540,2850,2780
9/11/2016,3060,2520,2830,2780
8/11/2016,3100,2570,2880,2860
7/11/2016,3080,2490,2830,2780
4/11/2016,3100,2480,2770,2800
3/11/2016,3080,2460,2780,2730
2/11/2016,3090,2480,2870,2760
1/11/2016,3090,2440,2850,2760
31/10/2016,3100,2440,2860,2780
28/10/2016,3120,2440,2830,2760
27/10/2016,3100,2440,2820,2760
26/10/2016,3100,2410,2760,2720
25/10/2016,3100,2430,2780,2730
24/10/2016,3130,2440,2800,2720
21/10/2016,3160,2440,2800,2710
20/10/2016,3150,2420,2820,2720
19/10/2016,3190,2430,2830,2700
18/10/2016,3210,2440,2850,2700
17/10/2016,3180,2430,2830,2750
14/10/2016,3160,2440,2830,2730
13/10/2016,3090,2390,2760,2680
12/10/2016,3120,2400,2750,2580
11/10/2016,3160,2390,2710,2600
10/10/2016,3140,2370,2720,2650
7/10/2016,3160,2390,2720,2650
6/10/2016,3150,2480,2730,2700
5/10/2016,3160,2460,2750,2760
4/10/2016,3190,2450,2800,2780
3/10/2016,3190,2450,2810,2810
30/9/2016,3140,2440,2800,2770
29/9/2016,3140,2440,2850,2800
28/9/2016,3080,2420,2820,2810
27/9/2016,3200,2420,2930,2800
26/9/2016,3070,2400,2910,2760
23/9/2016,3090,2410,2870,2760
22/9/2016,3070,2410,2910,2780
21/9/2016,3030,2400,2830,2730
20/9/2016,3020,2400,2850,2720
19/9/2016,3050,2370,2800,2650
16/9/2016,3020,2380,2760,2730
15/9/2016,3020,2390,2730,2760
14/9/2016,2990,2340,2650,2750
13/9/2016,3000,2330,2660,2810
9/9/2016,3010,2350,2710,2830
8/9/2016,3030,2390,2800,2900
7/9/2016,3040,2390,2810,2910
6/9/2016,3000,2370,2780,2920
5/9/2016,3000,2360,2780,2910
2/9/2016,3000,2320,2780,2910
1/9/2016,3000,2340,2760,2920
31/8/2016,3010,2330,2800,2930
30/8/2016,3000,2300,2810,2910
29/8/2016,3000,2300,2780,2900
26/8/2016,3040,2350,2850,2910
25/8/2016,3050,2370,2850,2920
24/8/2016,3060,2330,2830,2910
23/8/2016,3050,2310,2820,2900
22/8/2016,3060,2370,2850,2880
19/8/2016,3060,2400,2860,2920
18/8/2016,3040,2420,2850,2930
16/8/2016,3020,2420,2820,2900
15/8/2016,3010,2400,2780,2820
12/8/2016,3000,2390,2760,2810
11/8/2016,2990,2380,2780,2810
10/8/2016,2990,2400,2880,2850
9/8/2016,3000,2400,2950,2900
8/8/2016,3020,2430,2910,2920
5/8/2016,3020,2390,2850,2820
4/8/2016,3000,2360,2630,2720
3/8/2016,2990,2330,2600,2710
2/8/2016,3000,2350,2660,2730
1/8/2016,2970,2340,2630,2760
29/7/2016,2890,2300,2520,2670
28/7/2016,2880,2280,2520,2700
27/7/2016,2910,2320,2520,2680
26/7/2016,2870,2310,2460,2610
25/7/2016,2900,2270,2480,2580
22/7/2016,2900,2280,2480,2650
21/7/2016,2910,2300,2520,2780
20/7/2016,2890,2370,2600,2820
19/7/2016,2860,2360,2520,2800
18/7/2016,2790,2290,2410,2730
15/7/2016,2800,2300,2410,2720
14/7/2016,2770,2270,2400,2650
13/7/2016,2760,2310,2470,2700
12/7/2016,2750,2300,2530,2710
11/7/2016,2700,2270,2420,2650
1/7/2016,2640,2150,2350,2570
30/6/2016,2660,2160,2380,2600
29/6/2016,2660,2130,2400,2600
28/6/2016,2600,2070,2360,2470
27/6/2016,2560,2040,2250,2420
24/6/2016,2550,2060,2260,2440
23/6/2016,2590,2080,2260,2440
22/6/2016,2580,2100,2250,2460
21/6/2016,2560,2080,2250,2420
20/6/2016,2560,2060,2260,2360
17/6/2016,2580,2050,2230,2330
16/6/2016,2600,2040,2230,2330
15/6/2016,2580,2010,2250,2360
14/6/2016,2570,1995,2240,2330
13/6/2016,2550,2020,2260,2340
10/6/2016,2580,2060,2310,2380
9/6/2016,2600,2070,2310,2380
8/6/2016,2620,2130,2370,2410
7/6/2016,2620,2130,2360,2410
6/6/2016,2620,2120,2310,2380
3/6/2016,2620,2080,2280,2350
2/6/2016,2630,2050,2300,2340
1/6/2016,2630,2090,2300,2380
31/5/2016,2600,2070,2250,2400
30/5/2016,2640,2120,2310,2360
27/5/2016,2600,2080,2260,2310
26/5/2016,2600,2060,2250,2270
25/5/2016,2600,1985,2260,2250
24/5/2016,2590,1965,2210,2220
23/5/2016,2620,1985,2210,2210
20/5/2016,2600,1960,2170,2190
19/5/2016,2590,1935,2230,2180
18/5/2016,2600,1905,2200,2200
17/5/2016,2600,1940,2180,2150
16/5/2016,2600,1990,2250,2200
13/5/2016,2630,1975,2320,2240
12/5/2016,2630,1980,2370,2290
11/5/2016,2630,2000,2400,2340
10/5/2016,2630,2010,2360,2280
9/5/2016,2620,2000,2320,2240
4/5/2016,2620,2070,2420,2310
3/5/2016,2610,2100,2460,2310
2/5/2016,2620,2050,2380,2240
29/4/2016,2610,2070,2410,2290
28/4/2016,2600,2070,2450,2310
27/4/2016,2610,2040,2400,2300
26/4/2016,2590,2040,2370,2320
25/4/2016,2620,2100,2410,2390
22/4/2016,2620,2180,2490,2440
21/4/2016,2620,2140,2460,2460
20/4/2016,2620,2090,2430,2450
19/4/2016,2600,2030,2400,2450
18/4/2016,2610,2040,2420,2510
15/4/2016,2620,2010,2310,2420
14/4/2016,2600,2040,2410,2510
13/4/2016,2620,2120,2400,2520
12/4/2016,2610,2120,2380,2550
11/4/2016,2590,2090,2380,2530
8/4/2016,2610,2160,2460,2600
7/4/2016,2620,2220,2570,2630
6/4/2016,2610,2230,2580,2600
5/4/2016,2660,2220,2580,2600
4/4/2016,2660,2220,2530,2560
1/4/2016,2660,2220,2520,2550
31/3/2016,2660,2280,2570,2600
30/3/2016,2620,2230,2580,2580
29/3/2016,2610,2190,2550,2520
28/3/2016,2630,2220,2510,2550
24/3/2016,2660,2250,2550,2570
23/3/2016,2700,2250,2560,2650
22/3/2016,2730,2230,2570,2680
21/3/2016,2750,2230,2530,2680
18/3/2016,2740,2220,2520,2680
17/3/2016,2740,2200,2520,2680
16/3/2016,2720,2210,2530,2670
15/3/2016,2710,2210,2530,2670
14/3/2016,2700,2230,2530,2660
11/3/2016,2690,2220,2530,2670
10/3/2016,2680,2200,2520,2620
8/3/2016,2680,2260,2500,2630
7/3/2016,2710,2280,2490,2650
4/3/2016,2710,2270,2440,2630
3/3/2016,2700,2230,2420,2570
2/3/2016,2690,2190,2400,2500
1/3/2016,2680,2140,2360,2490
29/2/2016,2690,2210,2380,2530
26/2/2016,2670,2170,2360,2510
25/2/2016,2610,2090,2330,2500
24/2/2016,2600,2130,2350,2560
23/2/2016,2620,2120,2310,2470
22/2/2016,2630,2190,2350,2500
19/2/2016,2610,2290,2320,2550
18/2/2016,2680,2400,2430,2720
17/2/2016,2680,2390,2420,2730
16/2/2016,2680,2380,2430,2700
15/2/2016,2670,2370,2450,2700
12/2/2016,2650,2360,2430,2630
11/2/2016,2670,2370,2500,2700
10/2/2016,2650,2350,2450,2660
9/2/2016,2660,2390,2510,2650
5/2/2016,2680,2460,2580,2630
4/2/2016,2630,2280,2400,2470
3/2/2016,2610,2180,2340,2430
2/2/2016,2620,2200,2370,2440
1/2/2016,2640,2240,2400,2440
29/1/2016,2620,2240,2400,2450
28/1/2016,2630,2250,2370,2480
27/1/2016,2620,2270,2380,2470
26/1/2016,2600,2260,2380,2460
25/1/2016,2620,2280,2380,2510
22/1/2016,2600,2250,2340,2500
21/1/2016,2590,2160,2320,2430
20/1/2016,2600,2200,2330,2420
19/1/2016,2610,2300,2340,2480
18/1/2016,2590,2280,2310,2460
15/1/2016,2600,2290,2310,2480
14/1/2016,2600,2340,2330,2510
13/1/2016,2630,2320,2330,2490
12/1/2016,2620,2320,2300,2460
11/1/2016,2550,2270,2270,2460
8/1/2016,2600,2320,2310,2500
7/1/2016,2600,2250,2270,2490
6/1/2016,2640,2300,2330,2520
5/1/2016,2670,2310,2340,2470
4/1/2016,2640,2290,2310,2440
30/12/2015,2660,2280,2310,2490
29/12/2015,2650,2280,2280,2490
28/12/2015,2660,2280,2250,2500
23/12/2015,2630,2220,2210,2440
22/12/2015,2640,2210,2210,2450
21/12/2015,2630,2220,2210,2420
18/12/2015,2640,2170,2180,2480
17/12/2015,2720,2310,2270,2520
16/12/2015,2690,2270,2230,2500
15/12/2015,2620,2150,2180,2390
14/12/2015,2640,2130,2150,2400
11/12/2015,2640,2160,2180,2460
10/12/2015,2700,2170,2210,2500
8/12/2015,2600,2180,2250,2490
7/12/2015,2640,2210,2270,2500
4/12/2015,2620,2260,2180,2470
3/12/2015,2660,2250,2200,2490
2/12/2015,2660,2250,2220,2490
1/12/2015,2650,2250,2220,2480
30/11/2015,2470,2150,2120,2380
27/11/2015,2630,2260,2240,2490
26/11/2015,2700,2290,2310,2560
25/11/2015,2700,2290,2230,2580
24/11/2015,2690,2210,2170,2570
23/11/2015,2660,2200,2180,2600
20/11/2015,2630,2200,2160,2600
19/11/2015,2590,2190,2190,2600
18/11/2015,2610,2190,2150,2510
17/11/2015,2620,2180,2150,2500
16/11/2015,2580,2100,2120,2410
13/11/2015,2580,2100,2160,2420
12/11/2015,2590,2100,2090,2480
11/11/2015,2590,2090,2040,2400
10/11/2015,2580,2090,2100,2410
9/11/2015,2620,2110,2170,2430
6/11/2015,2710,2140,2240,2400
5/11/2015,2710,2140,2240,2470
4/11/2015,2680,2210,2270,2500
3/11/2015,2630,2140,2210,2470
2/11/2015,2550,2050,2130,2400
30/10/2015,2580,2100,2170,2370
29/10/2015,2630,2150,2250,2400
28/10/2015,2710,2220,2360,2510
27/10/2015,2730,2320,2410,2580
26/10/2015,2730,2320,2390,2650
23/10/2015,2690,2240,2350,2630
22/10/2015,2680,2140,2290,2610
21/10/2015,2660,2110,2300,2610
20/10/2015,2640,2120,2310,2600
19/10/2015,2620,2080,2280,2560
16/10/2015,2560,2060,2230,2550
15/10/2015,2590,2020,2220,2510
13/10/2015,2590,2000,2230,2410
12/10/2015,2670,2160,2290,2510
9/10/2015,2640,2110,2270,2510
8/10/2015,2620,1995,2220,2410
7/10/2015,2600,1970,2230,2350
6/10/2015,2590,1890,2220,2260
5/10/2015,2510,1825,2050,2200
2/10/2015,2370,1735,1915,2070
1/10/2015,2400,1745,1990,2090
30/9/2015,2450,1730,1980,2060
29/9/2015,2380,1670,1940,2030
28/9/2015,2290,1660,1880,1970
25/9/2015,2360,1710,1930,2050
23/9/2015,2370,1760,2010,2140
22/9/2015,2430,1870,2150,2150
21/9/2015,2430,1905,2150,2160
18/9/2015,2450,1955,2160,2140
17/9/2015,2440,2000,2160,2170
16/9/2015,2370,1920,2160,2150
15/9/2015,2390,1925,2170,2180
14/9/2015,2420,1925,2160,2220
11/9/2015,2380,1920,2160,2200
10/9/2015,2380,1930,2150,2240
9/9/2015,2380,1985,2170,2330
8/9/2015,2360,1985,2200,2350
7/9/2015,2380,1955,2180,2240
4/9/2015,2450,2010,2200,2300
3/9/2015,2460,2030,2200,2340
2/9/2015,2450,2040,2200,2350
1/9/2015,2510,2020,2180,2380
31/8/2015,2580,2120,2270,2470
28/8/2015,2570,2080,2260,2500
27/8/2015,2520,2100,2250,2470
26/8/2015,2370,1950,2130,2250
25/8/2015,2320,1900,2120,2170
24/8/2015,2260,1830,2040,2060
21/8/2015,2370,1900,2120,2150
20/8/2015,2450,1945,2170,2210
19/8/2015,2540,1980,2170,2210
18/8/2015,2590,1960,2200,2170
14/8/2015,2650,2040,2250,2280
13/8/2015,2640,2000,2270,2310
12/8/2015,2630,1940,2200,2250
11/8/2015,2710,2030,2280,2330
10/8/2015,2770,2110,2380,2440
7/8/2015,2750,2110,2410,2500
6/8/2015,2760,2150,2450,2580
5/8/2015,2740,2160,2450,2550
4/8/2015,2660,2080,2380,2390
3/8/2015,2650,2090,2420,2400
31/7/2015,2620,2000,2380,2380
30/7/2015,2560,1870,2380,2240
29/7/2015,2570,1900,2370,2320
28/7/2015,2600,1880,2340,2370
27/7/2015,2690,1955,2380,2420
24/7/2015,2740,2020,2500,2500
23/7/2015,2750,2050,2520,2550
22/7/2015,2710,2070,2600,2580
15/7/2015,2700,2020,2500,2530
14/7/2015,2720,2100,2520,2650
13/7/2015,2700,2090,2510,2730
10/7/2015,2660,2090,2500,2720
9/7/2015,2650,2060,2470,2670
8/7/2015,2660,2040,2480,2700
7/7/2015,2640,2090,2530,2770
6/7/2015,2720,2080,2480,2720
3/7/2015,2720,2160,2530,2810
2/7/2015,2720,2170,2510,2780
1/7/2015,2700,2110,2500,2650
30/6/2015,2700,2070,2510,2650
29/6/2015,2700,2070,2500,2620
26/6/2015,2710,2090,2520,2630
25/6/2015,2690,2040,2500,2670
24/6/2015,2720,2060,2470,2750
23/6/2015,2730,2160,2510,2780
22/6/2015,2740,2190,2490,2800
19/6/2015,2740,2210,2500,2780
18/6/2015,2720,2150,2410,2760
17/6/2015,2740,2200,2450,2820
16/6/2015,2670,2110,2380,2750
15/6/2015,2660,2030,2350,2680
12/6/2015,2650,2070,2470,2810
11/6/2015,2670,2020,2410,2780
10/6/2015,2660,2080,2460,2870
9/6/2015,2660,2090,2480,2900
8/6/2015,2710,2200,2570,3010
5/6/2015,2730,2260,2660,3110
4/6/2015,2720,2220,2620,3100
3/6/2015,2720,2250,2630,3180
1/6/2015,2820,2340,2670,3320
29/5/2015,2820,2350,2680,3430
28/5/2015,2830,2360,2700,3450
27/5/2015,2850,2390,2750,3420
26/5/2015,2870,2470,2770,3470
25/5/2015,2860,2470,2780,3520
22/5/2015,2870,2520,2850,3530
21/5/2015,2820,2550,2900,3500
20/5/2015,2770,2490,2810,3380
19/5/2015,2730,2450,2800,3370
18/5/2015,2720,2400,2770,3330
15/5/2015,2700,2360,2730,3360
13/5/2015,2740,2430,2810,3410
12/5/2015,2740,2400,2810,3370
11/5/2015,2740,2350,2770,3320
8/5/2015,2750,2330,2780,3320
7/5/2015,2740,2320,2780,3350
6/5/2015,2740,2350,2850,3270
5/5/2015,2770,2340,2800,3250
4/5/2015,2740,2320,2780,3230
30/4/2015,2690,2320,2680,3210
29/4/2015,2700,2320,2630,3260
28/4/2015,2810,2370,2720,3320
27/4/2015,2840,2400,2810,3250
24/4/2015,2980,2590,2970,3470
23/4/2015,2980,2610,3000,3560
22/4/2015,2970,2630,3000,3550
21/4/2015,2980,2640,3030,3580
20/4/2015,2940,2630,3010,3580
17/4/2015,2950,2600,3000,3520
16/4/2015,2980,2620,3000,3570
15/4/2015,2950,2610,3010,3550
14/4/2015,2990,2600,2960,3550
13/4/2015,3000,2600,3010,3600
10/4/2015,3010,2600,3000,3560
9/4/2015,3010,2610,3000,3580
8/4/2015,3000,2620,3010,3610
7/4/2015,3060,2630,3030,3630
6/4/2015,3030,2600,3030,3580
2/4/2015,2960,2600,3060,3600
1/4/2015,2960,2600,3060,3620
31/3/2015,2960,2650,3110,3610
30/3/2015,2900,2600,3020,3500
27/3/2015,2890,2610,2980,3550
26/3/2015,2900,2620,3010,3550
25/3/2015,2920,2630,3000,3520
24/3/2015,2910,2600,3010,3550
23/3/2015,2890,2580,3030,3500
20/3/2015,2860,2580,3050,3470
19/3/2015,2850,2610,3050,3500
18/3/2015,2840,2590,2980,3470
17/3/2015,2820,2580,2980,3450
16/3/2015,2830,2580,3000,3460
13/3/2015,2820,2550,2970,3370
12/3/2015,2840,2580,2970,3360
11/3/2015,2850,2570,2960,3350
10/3/2015,2880,2570,3000,3370
9/3/2015,2870,2580,2950,3350
6/3/2015,2920,2610,3020,3380
5/3/2015,2900,2570,2950,3330
4/3/2015,2880,2560,2960,3320
3/3/2015,2880,2570,2970,3330
2/3/2015,2840,2590,3000,3420
27/2/2015,2820,2570,3000,3430
26/2/2015,2810,2590,2960,3460
25/2/2015,2820,2580,2970,3480
24/2/2015,2810,2560,2960,3480
23/2/2015,2800,2540,2960,3460
20/2/2015,2810,2540,3010,3450
18/2/2015,2810,2490,2970,3450
17/2/2015,2810,2400,2920,3320
16/2/2015,2800,2400,2930,3330
13/2/2015,2800,2400,2970,3330
12/2/2015,2780,2370,2930,3360
11/2/2015,2780,2340,2930,3360
10/2/2015,2750,2330,2900,3400
9/2/2015,2760,2330,2920,3430
6/2/2015,2740,2330,2830,3330
5/2/2015,2740,2340,2810,3220
4/2/2015,2780,2350,2830,3250
